arm,kind,target,family,init,seed,ed2,heldout_sw1,heldout_projection_rmse,coverage,mass_l1,diverged,wall_seconds,target_samples,kernel_pairs,sort_work,projection_dot_products,persistent_scalars,peak_working_scalars,retained_items,retained_weight,reconstruction_sweeps,training_projection_rmse,target_table_rmse,bridge_fraction,reference_bridge_fraction,excess_bridge_fraction,minority_particle_mass,minority_recovered,split_target_table_rmse
reservoir-R2048,reservoir,PS2-diagonal-minority-01,rare,far,0,0.001237909476161675,0.015144942457154802,0.05859070077343644,1.0,0.011249999999999991,0,0.02849150000838563,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.10912496659671288,0.006978435249849003,0.0,0.0,0.0,0.015625,1,0.0031901675759628094
kll-style-k64,kll-style,PS2-diagonal-minority-01,rare,far,0,0.0010043564280163564,0.01567883915293028,0.08076125065602052,1.0,0.011249999999999991,0,0.19837559998268262,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.1355119785239912,0.12738741993641356,0.015625,0.0,0.015625,0.015625,1,0.0031901675759628094
kll-style-k128,kll-style,PS2-diagonal-minority-01,rare,far,0,0.0009015694134438534,0.013385166601009022,0.06337845371455932,1.0,0.011249999999999991,0,0.18121060001431033,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.11585756893656536,0.05931967243979046,0.0,0.0,0.0,0.015625,1,0.0031901675759628094
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-01,rare,far,0,0.0009184461964792112,0.013038750358620016,0.058536330526999594,1.0,0.011249999999999991,0,0.02731209999183193,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.10869875602943233,0.0,0.0,0.0,0.0,0.015625,1,0.0031901675759628094
paper-tau1,paper,PS2-diagonal-minority-01,rare,far,1,0.012482403286101618,0.05500588825595726,0.11628180838936596,1.0,0.04249999999999999,0,0.08165960002224892,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,0.03125,1,0.0027952275276161465
historical-online-psqt,historical,PS2-diagonal-minority-01,rare,far,1,0.002688381532129136,0.03378197701871311,0.17882552673578694,0.5,0.02000000000000001,0,0.10371530000702478,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.008721499367376253,0.14646758572517768,0.015625,0.0,0.015625,0.0,0,0.0027952275276161465
batch-mean-table,batch-mean,PS2-diagonal-minority-01,rare,far,1,0.0026914322433043703,0.033838181820367394,0.1797175579583479,0.5,0.02000000000000001,0,0.06489109998801723,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.030719914798080793,0.14646758572517768,0.015625,0.0,0.015625,0.0,0,0.0027952275276161465
batch-median-table,batch-median,PS2-diagonal-minority-01,rare,far,1,0.0016100431476791521,0.03213785423057694,0.22195968064679178,0.5,0.02000000000000001,0,0.06521440000506118,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.008595139846948575,0.21111516681616185,0.0,0.0,0.0,0.0,0,0.0027952275276161465
reservoir-R512,reservoir,PS2-diagonal-minority-01,rare,far,1,0.001403194770932592,0.022837928386175658,0.12010227282366219,1.0,0.011249999999999991,0,0.030865600012475625,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.11049868111848199,0.013988683682271857,0.0,0.0,0.0,0.015625,1,0.0027952275276161465
reservoir-R1024,reservoir,PS2-diagonal-minority-01,rare,far,1,0.0006496360402812873,0.018723193527618254,0.12007888409684189,1.0,0.011249999999999991,0,0.028346600010991096,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.11195165898528621,0.009419228245705728,0.0,0.0,0.0,0.015625,1,0.0027952275276161465
reservoir-R2048,reservoir,PS2-diagonal-minority-01,rare,far,1,0.0006392813365053152,0.019558495229016207,0.1253324186516955,1.0,0.011249999999999991,0,0.03295220001018606,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.1062596320122729,0.0062510055072743246,0.0,0.0,0.0,0.015625,1,0.0027952275276161465
kll-style-k64,kll-style,PS2-diagonal-minority-01,rare,far,1,0.0009971600909834955,0.02377747343234649,0.15729874133984545,1.0,0.011249999999999991,0,0.2100092000036966,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.1264333963025141,0.1360665071145346,0.015625,0.0,0.015625,0.015625,1,0.0027952275276161465
kll-style-k128,kll-style,PS2-diagonal-minority-01,rare,far,1,0.0009383492486460532,0.022742098341535316,0.14947773082715812,1.0,0.011249999999999991,0,0.18937770000775345,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.12466853886575258,0.12053891930771984,0.015625,0.0,0.015625,0.015625,1,0.0027952275276161465
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-01,rare,far,1,0.0005981314698363382,0.019081243492363377,0.12288549029338532,1.0,0.011249999999999991,0,0.028027200023643672,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.10832416495703738,0.0,0.0,0.0,0.0,0.015625,1,0.0027952275276161465
paper-tau1,paper,PS2-diagonal-minority-01,rare,far,2,0.01212969968301375,0.054263560577949996,0.1101908871842094,1.0,0.011249999999999991,0,0.08761450002202764,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.046875,0.0,0.046875,0.015625,1,0.009376606948795895
historical-online-psqt,historical,PS2-diagonal-minority-01,rare,far,2,0.0029551909250019603,0.03530924236248037,0.1765183044195824,0.5,0.02000000000000001,0,0.10607599999639206,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.009264241214871455,0.14866111022223824,0.015625,0.0,0.015625,0.0,0,0.009376606948795895
batch-mean-table,batch-mean,PS2-diagonal-minority-01,rare,far,2,0.0029903959076729714,0.03516081359034611,0.17753939072137054,0.5,0.02000000000000001,0,0.055866299982881173,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.027553965907558695,0.14866111022223824,0.015625,0.0,0.015625,0.0,0,0.009376606948795895
batch-median-table,batch-median,PS2-diagonal-minority-01,rare,far,2,0.0012663882446379282,0.03166937424506831,0.2191710797004769,0.5,0.02000000000000001,0,0.06416310000349768,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.006963412036688268,0.21064817620822743,0.0,0.0,0.0,0.0,0,0.009376606948795895
reservoir-R512,reservoir,PS2-diagonal-minority-01,rare,far,2,0.001203523419957886,0.02966277591369965,0.21102552060541924,0.5,0.02000000000000001,0,0.02958470000885427,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.044450903526502536,0.2027508456979388,0.0,0.0,0.0,0.0,0,0.009376606948795895
reservoir-R1024,reservoir,PS2-diagonal-minority-01,rare,far,2,0.0005458022758962344,0.01892131939862382,0.11706249171994214,1.0,0.011249999999999991,0,0.03185150001081638,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.10882586707679849,0.007428254581902451,0.0,0.0,0.0,0.015625,1,0.009376606948795895
reservoir-R2048,reservoir,PS2-diagonal-minority-01,rare,far,2,0.0005126981982560008,0.01848677521198825,0.11972359110062587,1.0,0.011249999999999991,0,0.028735100000631064,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.10520735857421501,0.0043746903720133295,0.0,0.0,0.0,0.015625,1,0.009376606948795895
kll-style-k64,kll-style,PS2-diagonal-minority-01,rare,far,2,0.0006388003886770299,0.020612505348207265,0.13733568769247012,1.0,0.011249999999999991,0,0.2216150000167545,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.12833068768349704,0.1073685274074994,0.015625,0.0,0.015625,0.015625,1,0.009376606948795895
kll-style-k128,kll-style,PS2-diagonal-minority-01,rare,far,2,0.0006059614576819361,0.020760901192288093,0.1397239187039298,1.0,0.011249999999999991,0,0.19873470001039095,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.1226029412889651,0.105674596622233,0.015625,0.0,0.015625,0.015625,1,0.009376606948795895
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-01,rare,far,2,0.00045237267684206106,0.017911468039312498,0.11877996936781665,1.0,0.011249999999999991,0,0.02795799999148585,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.10646499630573614,0.0,0.0,0.0,0.0,0.015625,1,0.009376606948795895
paper-tau1,paper,PS2-diagonal-minority-01,rare,far,3,0.01176076013984484,0.055469110162313644,0.12394855291661723,1.0,0.011249999999999991,0,0.0820106000173837,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,0.015625,1,0.003928237035927501
historical-online-psqt,historical,PS2-diagonal-minority-01,rare,far,3,0.0024921484158906826,0.03286223995252988,0.17866492489458113,0.5,0.02000000000000001,0,0.10950429999502376,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.00884076122659321,0.1458917966026674,0.015625,0.0,0.015625,0.0,0,0.003928237035927501
batch-mean-table,batch-mean,PS2-diagonal-minority-01,rare,far,3,0.0025213696529624574,0.03289475490751055,0.17946627770522813,0.5,0.02000000000000001,0,0.0547872000024654,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.03112843381267595,0.1458917966026674,0.015625,0.0,0.015625,0.0,0,0.003928237035927501
batch-median-table,batch-median,PS2-diagonal-minority-01,rare,far,3,0.001026913980703592,0.02673799482759526,0.17415619205759972,1.0,0.011249999999999991,0,0.06749460002174601,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.05224516319964563,0.11612569330806273,0.015625,0.0,0.015625,0.015625,1,0.003928237035927501
reservoir-R512,reservoir,PS2-diagonal-minority-01,rare,far,3,0.0008194872684538224,0.019319560919300406,0.11856779433710127,1.0,0.011249999999999991,0,0.02849999998579733,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.1096882784510186,0.010347859815349395,0.0,0.0,0.0,0.015625,1,0.003928237035927501
reservoir-R1024,reservoir,PS2-diagonal-minority-01,rare,far,3,0.0016515144890503208,0.03128272264646141,0.213393216951056,0.5,0.02000000000000001,0,0.027496299997437745,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.04530560881207973,0.2028690570956224,0.0,0.0,0.0,0.0,0,0.003928237035927501
reservoir-R2048,reservoir,PS2-diagonal-minority-01,rare,far,3,0.0005640084402773193,0.018675980821486457,0.12287868722323722,1.0,0.011249999999999991,0,0.027967800007900223,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.10720494365662983,0.005482734315392136,0.0,0.0,0.0,0.015625,1,0.003928237035927501
kll-style-k64,kll-style,PS2-diagonal-minority-01,rare,far,3,0.0008617248713995995,0.02288943129565868,0.15283375734966304,1.0,0.011249999999999991,0,0.21412839999538846,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.12866164643177758,0.12850530044348096,0.015625,0.0,0.015625,0.015625,1,0.003928237035927501
kll-style-k128,kll-style,PS2-diagonal-minority-01,rare,far,3,0.0007439227211827049,0.021639561187442077,0.14480754068965598,1.0,0.011249999999999991,0,0.20854079999844544,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.12475250134509763,0.11018824601336943,0.015625,0.0,0.015625,0.015625,1,0.003928237035927501
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-01,rare,far,3,0.0005160169320675978,0.018488703916194508,0.12222369873472647,1.0,0.011249999999999991,0,0.029800299991620705,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.10828496870795702,0.0,0.0,0.0,0.0,0.015625,1,0.003928237035927501
paper-tau1,paper,PS2-diagonal-minority-01,rare,far,4,0.009243764163516327,0.046711316392887926,0.11000246867641635,1.0,0.011249999999999991,0,0.08687960001407191,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,0.015625,1,0.010312738267480276
historical-online-psqt,historical,PS2-diagonal-minority-01,rare,far,4,0.002995591723139318,0.02806320401409984,0.1302941960433139,0.5,0.02000000000000001,0,0.10473530000308529,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.008836232001877655,0.15200280389983545,0.015625,0.0,0.015625,0.0,0,0.010312738267480276
batch-mean-table,batch-mean,PS2-diagonal-minority-01,rare,far,4,0.003010105906122107,0.027699761163274356,0.13039318007727108,0.5,0.02000000000000001,0,0.05493300000671297,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.026767720499309946,0.15200280389983545,0.015625,0.0,0.015625,0.0,0,0.010312738267480276
batch-median-table,batch-median,PS2-diagonal-minority-01,rare,far,4,0.001056881886742328,0.021257927912833013,0.16436735770335298,0.5,0.02000000000000001,0,0.06745800000499003,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.007034686388228227,0.21176404017568418,0.0,0.0,0.0,0.0,0,0.010312738267480276
reservoir-R512,reservoir,PS2-diagonal-minority-01,rare,far,4,0.0012905969626844926,0.02027325431640759,0.15459772398025856,0.5,0.02000000000000001,0,0.028114499989897013,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.04151667951243723,0.20094869024283435,0.0,0.0,0.0,0.0,0,0.010312738267480276
reservoir-R1024,reservoir,PS2-diagonal-minority-01,rare,far,4,0.0009572000389265478,0.015097800379928781,0.06044666168653323,1.0,0.011249999999999991,0,0.027308499993523583,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.10926031476881615,0.007032564220545627,0.0,0.0,0.0,0.015625,1,0.010312738267480276
reservoir-R2048,reservoir,PS2-diagonal-minority-01,rare,far,4,0.0009731506473170948,0.019539689237543158,0.16270115205248648,0.5,0.02000000000000001,0,0.027642600005492568,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.007886172465880874,0.20958484437025213,0.0,0.0,0.0,0.0,0,0.010312738267480276
kll-style-k64,kll-style,PS2-diagonal-minority-01,rare,far,4,0.0006951162962276491,0.01482831386113293,0.09748264126553129,1.0,0.011249999999999991,0,0.2043173999991268,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.12674964317336201,0.13793499089392758,0.015625,0.0,0.015625,0.015625,1,0.010312738267480276
kll-style-k128,kll-style,PS2-diagonal-minority-01,rare,far,4,0.0005818891210981614,0.013508576091480255,0.0719959170422814,1.0,0.011249999999999991,0,0.1865694000152871,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.12087279651757944,0.08327805978984305,0.0,0.0,0.0,0.015625,1,0.010312738267480276
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-01,rare,far,4,0.000501888067453854,0.01249551878674916,0.0613632581504084,1.0,0.011249999999999991,0,0.027516700007254258,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.10700690540050033,0.0,0.0,0.0,0.0,0.015625,1,0.010312738267480276
paper-tau1,paper,PS2-diagonal-minority-05,rare,concentrated,0,0.010885757818411779,0.07616977854014212,0.26891395057752293,0.5,0.06875000000000005,0,0.08638689998770133,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,0.015625,0,0.00284413893098333
historical-online-psqt,historical,PS2-diagonal-minority-05,rare,concentrated,0,0.004021861195574017,0.04686567929737613,0.17309343184425224,1.0,0.03750000000000005,0,0.10872739998740144,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.023939993919217164,0.1476322094461545,0.046875,0.0,0.046875,0.03125,1,0.00284413893098333
batch-mean-table,batch-mean,PS2-diagonal-minority-05,rare,concentrated,0,0.003948005646802644,0.04654983206685747,0.1682005914817714,1.0,0.006250000000000047,0,0.05578980001155287,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.042014786250803425,0.1476322094461545,0.0625,0.0,0.0625,0.046875,1,0.00284413893098333
batch-median-table,batch-median,PS2-diagonal-minority-05,rare,concentrated,0,0.0009587612654808342,0.030176759597041077,0.16204571854317545,1.0,0.006250000000000047,0,0.06831339999916963,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.07221226559537326,0.0983837147484438,0.015625,0.0,0.015625,0.046875,1,0.00284413893098333
reservoir-R512,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.0008288155610706727,0.01911688342081509,0.10698963854447714,1.0,0.006250000000000047,0,0.03147549999994226,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.09876842280867042,0.008465645705928516,0.0,0.0,0.0,0.046875,1,0.00284413893098333
reservoir-R1024,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.0005140891652357094,0.01776246371299525,0.10731192875142981,1.0,0.006250000000000047,0,0.032382700010202825,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.09563497453218026,0.007418682558493583,0.0,0.0,0.0,0.046875,1,0.00284413893098333
reservoir-R2048,reservoir,PS2-diagonal-minority-05,rare,concentrated,0,0.0005043763052435257,0.017562474668958394,0.10800553102575451,1.0,0.006250000000000047,0,0.03239110001595691,19200,0,1949696.0,475136,4354,71938,2048,19200,100,0.09783929314138275,0.0056350789550174115,0.0,0.0,0.0,0.046875,1,0.00284413893098333
kll-style-k64,kll-style,PS2-diagonal-minority-05,rare,concentrated,0,0.0005472447486703502,0.01729711918126075,0.10370484969801498,1.0,0.006250000000000047,0,0.19326339999679476,19200,0,9781248.0,1024000,8512,12608,8192,19200,100,0.10089291220671859,0.04066532961928697,0.0,0.0,0.0,0.046875,1,0.00284413893098333
kll-style-k128,kll-style,PS2-diagonal-minority-05,rare,concentrated,0,0.000502430754892258,0.01684080928202139,0.10400920947545732,1.0,0.006250000000000047,0,0.19335600000340492,19200,0,10484689.920886002,1024000,9536,13632,9216,19200,100,0.10089320625480021,0.03453566913696055,0.0,0.0,0.0,0.046875,1,0.00284413893098333
exact-pooled-ceiling,exact-pooled,PS2-diagonal-minority-05,rare,concentrated,0,0.0004582956374468705,0.016948283190727133,0.10674656110799367,1.0,0.006250000000000047,0,0.027029599994421005,19200,0,9970986.20344067,1024000,38656,655104,19200,19200,100,0.09817360063534473,0.0,0.0,0.0,0.0,0.046875,1,0.00284413893098333
paper-tau1,paper,PS2-diagonal-minority-05,rare,concentrated,1,0.007117023860873928,0.05737262100056061,0.19706408125851882,1.0,0.03750000000000005,0,0.07545040000695735,19200,2457600,0.0,0,128,256,0,0,0,nan,nan,0.03125,0.0,0.03125,0.03125,1,0.0031460348581257196
historical-online-psqt,historical,PS2-diagonal-minority-05,rare,concentrated,1,0.004027878102181637,0.04843886231550815,0.17611120818574938,1.0,0.006250000000000047,0,0.1052231999929063,19200,0,14745600.0,4300800,2305,4353,0,19200,900,0.010132035112957273,0.15179509514736267,0.0625,0.0,0.0625,0.046875,1,0.0031460348581257196
batch-mean-table,batch-mean,PS2-diagonal-minority-05,rare,concentrated,1,0.004058769879421165,0.04858533565417429,0.17850705462967517,1.0,0.006250000000000047,0,0.053390299988677725,19200,0,4915200.0,1024000,2305,6401,0,19200,100,0.04496606195400168,0.15179509514736267,0.0625,0.0,0.0625,0.046875,1,0.0031460348581257196
batch-median-table,batch-median,PS2-diagonal-minority-05,rare,concentrated,1,0.0008419106745334859,0.03074201315732967,0.16522360534305078,1.0,0.006250000000000047,0,0.06696890000603162,19200,0,9970986.20344067,1024000,614656,618752,0,19200,100,0.07211480656587048,0.10237667479184713,0.015625,0.0,0.015625,0.046875,1,0.0031460348581257196
reservoir-R512,reservoir,PS2-diagonal-minority-05,rare,concentrated,1,0.0029281587380176055,0.0290160288515679,0.12290896144281481,1.0,0.024999999999999953,0,0.028244899993296713,19200,0,1376256.0,425984,1282,19714,512,19200,100,0.10918740937026923,0.1923027036148623,0.03125,0.0,0.03125,0.0625,1,0.0031460348581257196
reservoir-R1024,reservoir,PS2-diagonal-minority-05,rare,concentrated,1,0.0004666554426407954,0.01732985505543698,0.1066914844267179,1.0,0.006250000000000047,0,0.029557200003182516,19200,0,1556480.0,442368,2306,37122,1024,19200,100,0.09866959102821134,0.0055641406348557795,0.0,0.0,0.0,0.046875,1,0.0031460348581257196
